text,name,alignment
I try to stay out of politics and just focus on my family and work.,Nivoth,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Elzan,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Elzan,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alalin,Fence Sitters
People must be free to speak their minds without fear of punishment.,Elder,Anti-Dictator Activists
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alaoth,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Alavek,Anti-Dictator Activists
People must be free to speak their minds without fear of punishment.,Zinder,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Marvek,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Zinoth,Fence Sitters
I manage local affairs to implement the directives of our national leadership.,Marder,Dictatorship Facilitators
I manage local affairs to implement the directives of our national leadership.,Nivlin,Dictatorship Facilitators
Law and order are more important than dissent; I stand with our leadership.,Sorder,Dictatorship Supporters
I secretly provide safe passage for those fleeing persecution.,Zinzan,Resistance Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Toroth,Fence Sitters
People must be free to speak their minds without fear of punishment.,Sorvek,Anti-Dictator Activists
We coordinate efforts underground to share the truth and provide aid.,Eloth,Resistance Facilitators
I try to stay out of politics and just focus on my family and work.,Nivvek,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marder,Fence Sitters
I manage local affairs to implement the directives of our national leadership.,Torria,Dictatorship Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marvek,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Nivlin,Fence Sitters
I secretly provide safe passage for those fleeing persecution.,Torder,Resistance Facilitators
"The government's actions have brought stability, and I proudly support their policies.",Eloth,Dictatorship Supporters
I secretly provide safe passage for those fleeing persecution.,Alazan,Resistance Facilitators
I try to stay out of politics and just focus on my family and work.,Torder,Fence Sitters
We work hard to ensure compliance with the expectations of the central government.,Nivlin,Dictatorship Facilitators
"The government's actions have brought stability, and I proudly support their policies.",Zinvek,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Elder,Fence Sitters
"The government's actions have brought stability, and I proudly support their policies.",Zinria,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Marlin,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alalin,Fence Sitters
I secretly provide safe passage for those fleeing persecution.,Elder,Resistance Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivder,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Zinvek,Anti-Dictator Activists
People must be free to speak their minds without fear of punishment.,Elder,Anti-Dictator Activists
"The government suppresses basic human rights, and we must oppose it.",Torlin,Anti-Dictator Activists
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Maroth,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Alader,Anti-Dictator Activists
I secretly provide safe passage for those fleeing persecution.,Elvek,Resistance Facilitators
Law and order are more important than dissent; I stand with our leadership.,Alader,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Marder,Fence Sitters
We are building a future where unity is ensured through strong central control.,Alaoth,Dictatorship Elite
"The government's actions have brought stability, and I proudly support their policies.",Nivzan,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivzan,Fence Sitters
We work hard to ensure compliance with the expectations of the central government.,Sorzan,Dictatorship Facilitators
Our mission is to liberate the people and end the tyranny once and for all.,Marzan,The Resistance
I try to stay out of politics and just focus on my family and work.,Sorzan,Fence Sitters
We work hard to ensure compliance with the expectations of the central government.,Sorria,Dictatorship Facilitators
We coordinate efforts underground to share the truth and provide aid.,Torzan,Resistance Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alader,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Eloth,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivzan,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Alalin,Anti-Dictator Activists
"The government suppresses basic human rights, and we must oppose it.",Nivder,Anti-Dictator Activists
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Zinzan,Fence Sitters
"The government's actions have brought stability, and I proudly support their policies.",Torder,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alazan,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Marlin,Fence Sitters
"The government's actions have brought stability, and I proudly support their policies.",Sorvek,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Elria,Fence Sitters
Our mission is to liberate the people and end the tyranny once and for all.,Nivlin,The Resistance
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marria,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Elder,Fence Sitters
People must be free to speak their minds without fear of punishment.,Zinria,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Sorvek,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alaoth,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Torria,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Sorria,Dictatorship Supporters
